date,id,jansi_type,jansi_english_name,jansi_gujarati_name,arrival,lowrate,highrate
01/01/2025,87411,grain,Cotton B.T.,કપાસ બી.ટી.,3300,1340,1500
01/01/2025,87412,grain,Wheat Lokvan,ઘઉં લોકવન,150,588,630
01/01/2025,87413,grain,Wheat Tukda,ઘઉં ટુકડા,750,603,664
01/01/2025,87414,grain,Jowar White,જુવાર સફેદ,410,750,853
01/01/2025,87415,grain,Jowar Yellow,જુવાર પીળી ,35,400,500
01/01/2025,87416,grain,Tuver,તુવેર,350,1000,1725
01/01/2025,87417,grain,Gram Yellow,ચણા પીળા,300,1000,1260
01/01/2025,87418,grain,Gram White,ચણા સફેદ,250,1400,2620
01/01/2025,87419,grain,Urad,અડદ,450,1050,1680
01/01/2025,87420,grain,Mung,મગ,350,1425,1900
01/01/2025,87421,grain,Val Deshi,વાલ દેશી,15,1000,1350
01/01/2025,87422,grain,Choli,ચોળી,90,1190,2366
01/01/2025,87423,grain,Math,મઠ,225,750,1180
01/01/2025,87424,grain,Kulthi,કળથી,30,925,1025
01/01/2025,87425,grain,Groundnut Big,મગફળી જાડી,0,920,1190
01/01/2025,87426,grain,Groundnut Small,મગફળી જીણી,0,950,1240
01/01/2025,87427,grain,Seasmum,તલી ,680,2080,2590
01/01/2025,87428,grain,Castor seed,એરંડા,150,1150,1222
01/01/2025,87429,grain,Thymol,અજમો,10,1381,2292
01/01/2025,87430,grain,Dil Seed,સુવા,2,1155,1295
01/01/2025,87431,grain,Soyabin,સોયાબીન,1400,800,840
01/01/2025,87432,grain,Groundnut-Fada,સીંગફાડા,940,1060,1295
01/01/2025,87433,grain,Sesmum-Black,કાળા તલ ,170,3420,4900
01/01/2025,87434,grain,Garlic,લસણ,350,1700,4050
01/01/2025,87435,grain,Corriander,ધાણા,50,1000,1511
01/01/2025,87436,grain,Chillies,મરચા સુકા ,150,1100,2695
01/01/2025,87437,grain,Dhani,ધાણી,40,1160,1560
01/01/2025,87438,grain,Variyali,વરીયાળી,160,1140,1612
01/01/2025,87439,grain,Cummin,જીરૂ,780,4150,4586
01/01/2025,87440,grain,Mustard,રાય,50,1030,1270
01/01/2025,87441,grain,Fenugreek,મેથી,50,950,1170
01/01/2025,87442,grain,Isabgul,ઇસબગુલ,10,1925,2025
01/01/2025,87443,grain,Mustard seed,રાયડો,150,980,1109
01/01/2025,87444,grain,Rajkoo Bee,રજકાનું બી ,4,3525,4125
01/01/2025,87445,grain,Guvar Bee,ગુવારનું બી,200,950,1007
02/01/2025,87481,grain,Cotton B.T.,કપાસ બી.ટી.,3100,1320,1495
02/01/2025,87482,grain,Wheat Lokvan,ઘઉં લોકવન,175,590,626
02/01/2025,87483,grain,Wheat Tukda,ઘઉં ટુકડા,1050,605,667
02/01/2025,87484,grain,Jowar White,જુવાર સફેદ,110,755,846
02/01/2025,87485,grain,Jowar Yellow,જુવાર પીળી ,5,411,501
02/01/2025,87486,grain,Tuver,તુવેર,450,1250,1600
02/01/2025,87487,grain,Gram Yellow,ચણા પીળા,350,1030,1290
02/01/2025,87488,grain,Gram White,ચણા સફેદ,150,1200,2716
02/01/2025,87489,grain,Urad,અડદ,580,1050,1625
02/01/2025,87490,grain,Mung,મગ,315,1200,1800
02/01/2025,87491,grain,Val Deshi,વાલ દેશી,15,1000,1300
02/01/2025,87492,grain,Choli,ચોળી,35,1660,2360
02/01/2025,87493,grain,Math,મઠ,150,950,1330
02/01/2025,87494,grain,Kulthi,કળથી,50,950,1050
02/01/2025,87495,grain,Groundnut Seed,સીંગદાણા,3,1244,1310
02/01/2025,87496,grain,Groundnut Big,મગફળી જાડી,0,905,1168
02/01/2025,87497,grain,Groundnut Small,મગફળી જીણી,0,932,1220
02/01/2025,87498,grain,Seasmum,તલી ,580,2100,2580
02/01/2025,87499,grain,Castor seed,એરંડા,400,1150,1236
02/01/2025,87500,grain,Thymol,અજમો,3,1635,1875
02/01/2025,87501,grain,Dil Seed,સુવા,10,1200,1299
02/01/2025,87502,grain,Soyabin,સોયાબીન,800,800,843
02/01/2025,87503,grain,Groundnut-Fada,સીંગફાડા,1120,1050,1300
02/01/2025,87504,grain,Sesmum-Black,કાળા તલ ,120,3450,4920
02/01/2025,87505,grain,Garlic,લસણ,321,1651,3750
02/01/2025,87506,grain,Corriander,ધાણા,100,1110,1491
02/01/2025,87507,grain,Chillies,મરચા સુકા ,280,1000,2450
02/01/2025,87508,grain,Dhani,ધાણી,50,1120,1501
02/01/2025,87509,grain,Variyali,વરીયાળી,80,1180,1588
02/01/2025,87510,grain,Cummin,જીરૂ,900,4125,4550
02/01/2025,87511,grain,Mustard,રાય,125,1030,1280
02/01/2025,87512,grain,Fenugreek,મેથી,200,950,1291
02/01/2025,87513,grain,Mustard seed,રાયડો,50,950,1100
02/01/2025,87514,grain,Guvar Bee,ગુવારનું બી,10,1021,1021
03/01/2025,87550,grain,Cotton B.T.,કપાસ બી.ટી.,3600,1300,1511
03/01/2025,87551,grain,Wheat Lokvan,ઘઉં લોકવન,150,587,630
03/01/2025,87552,grain,Wheat Tukda,ઘઉં ટુકડા,900,604,662
03/01/2025,87553,grain,Jowar White,જુવાર સફેદ,35,761,866
03/01/2025,87554,grain,Jowar Yellow,જુવાર પીળી ,35,411,550
03/01/2025,87555,grain,Bajri,બાજરી,2,465,465
03/01/2025,87556,grain,Tuver,તુવેર,200,1300,1755
03/01/2025,87557,grain,Gram Yellow,ચણા પીળા,350,1050,1315
03/01/2025,87558,grain,Gram White,ચણા સફેદ,170,1300,2645
03/01/2025,87559,grain,Urad,અડદ,521,1050,1650
03/01/2025,87560,grain,Mung,મગ,475,1525,2020
03/01/2025,87561,grain,Val Deshi,વાલ દેશી,22,1150,1500
03/01/2025,87562,grain,Choli,ચોળી,110,1300,2390
03/01/2025,87563,grain,Math,મઠ,150,900,1281
03/01/2025,87564,grain,Kulthi,કળથી,40,900,1070
03/01/2025,87565,grain,Groundnut Seed,સીંગદાણા,12,1175,1350
03/01/2025,87566,grain,Groundnut Big,મગફળી જાડી,7200,930,1155
03/01/2025,87567,grain,Groundnut Small,મગફળી જીણી,10800,907,1240
03/01/2025,87568,grain,Seasmum,તલી ,560,2050,2600
03/01/2025,87569,grain,Castor seed,એરંડા,250,1187,1230
03/01/2025,87570,grain,Thymol,અજમો,3,1680,1680
03/01/2025,87571,grain,Soyabin,સોયાબીન,1800,805,840
03/01/2025,87572,grain,Groundnut-Fada,સીંગફાડા,840,1040,1290
03/01/2025,87573,grain,Sesmum-Black,કાળા તલ ,70,3400,4860
03/01/2025,87574,grain,Garlic,લસણ,425,1611,3511
03/01/2025,87575,grain,Corriander,ધાણા,250,1051,1515
03/01/2025,87576,grain,Chillies,મરચા સુકા ,200,900,2430
03/01/2025,87577,grain,Dhani,ધાણી,150,1440,1535
03/01/2025,87578,grain,Variyali,વરીયાળી,70,1150,1632
03/01/2025,87579,grain,Cummin,જીરૂ,780,4150,4551
03/01/2025,87580,grain,Mustard,રાય,20,1020,1195
03/01/2025,87581,grain,Fenugreek,મેથી,125,960,1116
03/01/2025,87582,grain,kalonji,કલોંજી,30,3500,3700
03/01/2025,87583,grain,Mustard seed,રાયડો,80,1000,1100
03/01/2025,87584,grain,Rajkoo Bee,રજકાનું બી ,4,3650,4250
03/01/2025,87585,grain,Guvar Bee,ગુવારનું બી,20,980,1005
04/01/2025,87621,grain,Cotton B.T.,કપાસ બી.ટી.,2600,1350,1515
04/01/2025,87622,grain,Wheat Lokvan,ઘઉં લોકવન,110,586,629
04/01/2025,87623,grain,Wheat Tukda,ઘઉં ટુકડા,750,601,671
04/01/2025,87624,grain,Jowar White,જુવાર સફેદ,270,780,868
04/01/2025,87625,grain,Bajri,બાજરી,20,350,550
04/01/2025,87626,grain,Tuver,તુવેર,250,1350,1805
04/01/2025,87627,grain,Gram Yellow,ચણા પીળા,350,1060,1284
04/01/2025,87628,grain,Gram White,ચણા સફેદ,150,1800,2656
04/01/2025,87629,grain,Urad,અડદ,300,1060,1660
04/01/2025,87630,grain,Mung,મગ,424,1350,1835
04/01/2025,87631,grain,Val Deshi,વાલ દેશી,10,1200,1600
04/01/2025,87632,grain,Choli,ચોળી,45,1460,2450
04/01/2025,87633,grain,Math,મઠ,400,840,1251
04/01/2025,87634,grain,Kulthi,કળથી,62,875,1080
04/01/2025,87635,grain,Groundnut Seed,સીંગદાણા,35,1279,1369
04/01/2025,87636,grain,Groundnut Big,મગફળી જાડી,0,915,1153
04/01/2025,87637,grain,Groundnut Small,મગફળી જીણી,0,925,1242
04/01/2025,87638,grain,Seasmum,તલી ,800,2000,2600
04/01/2025,87639,grain,Castor seed,એરંડા,310,1174,1234
04/01/2025,87640,grain,Thymol,અજમો,6,2336,2336
04/01/2025,87641,grain,Dil Seed,સુવા,3,1234,1234
04/01/2025,87642,grain,Soyabin,સોયાબીન,600,800,835
04/01/2025,87643,grain,Groundnut-Fada,સીંગફાડા,840,1050,1301
04/01/2025,87644,grain,Sesmum-Black,કાળા તલ ,115,3550,4975
04/01/2025,87645,grain,Garlic,લસણ,500,1621,3300
04/01/2025,87646,grain,Corriander,ધાણા,180,1215,1565
04/01/2025,87647,grain,Chillies,મરચા સુકા ,320,930,2440
04/01/2025,87648,grain,Dhani,ધાણી,50,1315,1584
04/01/2025,87649,grain,Variyali,વરીયાળી,80,1118,1484
04/01/2025,87650,grain,Cummin,જીરૂ,800,4266,4795
04/01/2025,87651,grain,Mustard,રાય,50,1120,1250
04/01/2025,87652,grain,Fenugreek,મેથી,150,950,1242
04/01/2025,87653,grain,Isabgul,ઇસબગુલ,60,1800,1800
04/01/2025,87654,grain,Mustard seed,રાયડો,55,1045,1112
04/01/2025,87655,grain,Rajkoo Bee,રજકાનું બી ,2,4250,4400
04/01/2025,87656,grain,Guvar Bee,ગુવારનું બી,80,950,1021
06/01/2025,87692,grain,Cotton B.T.,કપાસ બી.ટી.,3600,1350,1520
06/01/2025,87693,grain,Wheat Lokvan,ઘઉં લોકવન,60,501,648
06/01/2025,87694,grain,Wheat Tukda,ઘઉં ટુકડા,700,603,671
06/01/2025,87695,grain,Jowar White,જુવાર સફેદ,175,770,900
06/01/2025,87696,grain,Jowar Red,જુવાર લાલ,21,925,1000
06/01/2025,87697,grain,Bajri,બાજરી,50,378,491
06/01/2025,87698,grain,Tuver,તુવેર,400,1340,1835
06/01/2025,87699,grain,Gram Yellow,ચણા પીળા,400,1070,1270
06/01/2025,87700,grain,Gram White,ચણા સફેદ,150,1200,2600
06/01/2025,87701,grain,Urad,અડદ,500,1050,1650
06/01/2025,87702,grain,Mung,મગ,550,1350,1924
06/01/2025,87703,grain,Val Deshi,વાલ દેશી,25,1465,1630
06/01/2025,87704,grain,Choli,ચોળી,100,1500,2313
06/01/2025,87705,grain,Math,મઠ,130,910,1323
06/01/2025,87706,grain,Kulthi,કળથી,45,850,975
06/01/2025,87707,grain,Groundnut Big,મગફળી જાડી,3600,915,1144
06/01/2025,87708,grain,Groundnut Small,મગફળી જીણી,5400,935,1260
06/01/2025,87709,grain,Seasmum,તલી ,840,2000,2401
06/01/2025,87710,grain,Castor seed,એરંડા,180,1100,1228
06/01/2025,87711,grain,Thymol,અજમો,3,1500,1799
06/01/2025,87712,grain,Dil Seed,સુવા,15,999,1199
06/01/2025,87713,grain,Soyabin,સોયાબીન,1000,790,830
06/01/2025,87714,grain,Groundnut-Fada,સીંગફાડા,1020,1060,1285
06/01/2025,87715,grain,Sesmum-Black,કાળા તલ ,120,3350,4900
06/01/2025,87716,grain,Garlic,લસણ,525,1501,3150
06/01/2025,87717,grain,Corriander,ધાણા,200,920,1561
06/01/2025,87718,grain,Chillies,મરચા સુકા ,280,1000,2455
06/01/2025,87719,grain,Dhani,ધાણી,40,1120,1575
06/01/2025,87720,grain,Variyali,વરીયાળી,100,1180,1505
06/01/2025,87721,grain,Cummin,જીરૂ,1020,4100,4475
06/01/2025,87722,grain,Mustard,રાય,150,1050,1311
06/01/2025,87723,grain,Fenugreek,મેથી,125,930,1210
06/01/2025,87724,grain,Isabgul,ઇસબગુલ,20,1800,2100
06/01/2025,87725,grain,Mustard seed,રાયડો,250,980,1111
06/01/2025,87726,grain,Guvar Bee,ગુવારનું બી,40,950,1010
07/01/2025,87762,grain,Cotton B.T.,કપાસ બી.ટી.,2300,1380,1541
07/01/2025,87763,grain,Wheat Lokvan,ઘઉં લોકવન,160,601,641
07/01/2025,87764,grain,Wheat Tukda,ઘઉં ટુકડા,725,588,666
07/01/2025,87765,grain,Jowar White,જુવાર સફેદ,125,785,900
07/01/2025,87766,grain,Jowar Red,જુવાર લાલ,2,800,900
07/01/2025,87767,grain,Jowar Yellow,જુવાર પીળી ,4,300,551
07/01/2025,87768,grain,Bajri,બાજરી,10,450,490
07/01/2025,87769,grain,Tuver,તુવેર,300,1250,1800
07/01/2025,87770,grain,Gram Yellow,ચણા પીળા,250,1075,1250
07/01/2025,87771,grain,Gram White,ચણા સફેદ,170,1300,2640
07/01/2025,87772,grain,Urad,અડદ,500,1050,1650
07/01/2025,87773,grain,Mung,મગ,480,1250,1852
07/01/2025,87774,grain,Val Deshi,વાલ દેશી,45,1050,1676
07/01/2025,87775,grain,Choli,ચોળી,65,700,2300
07/01/2025,87776,grain,Math,મઠ,100,950,1311
07/01/2025,87777,grain,Kulthi,કળથી,54,850,961
07/01/2025,87778,grain,Groundnut Seed,સીંગદાણા,4,1255,1348
07/01/2025,87779,grain,Groundnut Big,મગફળી જાડી,0,880,1140
07/01/2025,87780,grain,Groundnut Small,મગફળી જીણી,0,900,1220
07/01/2025,87781,grain,Seasmum,તલી ,720,1950,2400
07/01/2025,87782,grain,Castor seed,એરંડા,150,1160,1226
07/01/2025,87783,grain,Thymol,અજમો,3,1680,1890
07/01/2025,87784,grain,Dil Seed,સુવા,1,1265,1265
07/01/2025,87785,grain,Soyabin,સોયાબીન,750,775,825
07/01/2025,87786,grain,Groundnut-Fada,સીંગફાડા,700,1040,1280
07/01/2025,87787,grain,Sesmum-Black,કાળા તલ ,80,3400,4910
07/01/2025,87788,grain,Garlic,લસણ,600,1960,3735
07/01/2025,87789,grain,Corriander,ધાણા,160,915,1535
07/01/2025,87790,grain,Chillies,મરચા સુકા ,320,900,2500
07/01/2025,87791,grain,Dhani,ધાણી,20,1220,1660
07/01/2025,87792,grain,Variyali,વરીયાળી,40,1100,1495
07/01/2025,87793,grain,Cummin,જીરૂ,1000,4130,4481
07/01/2025,87794,grain,Mustard,રાય,150,1050,1270
07/01/2025,87795,grain,Fenugreek,મેથી,200,940,1250
07/01/2025,87796,grain,kalonji,કલોંજી,5,3574,3694
07/01/2025,87797,grain,Mustard seed,રાયડો,50,980,1122
07/01/2025,87798,grain,Guvar Bee,ગુવારનું બી,7,995,995
08/01/2025,87834,grain,Cotton B.T.,કપાસ બી.ટી.,2900,1370,1528
08/01/2025,87835,grain,Wheat Lokvan,ઘઉં લોકવન,110,603,638
08/01/2025,87836,grain,Wheat Tukda,ઘઉં ટુકડા,670,608,671
08/01/2025,87837,grain,Jowar White,જુવાર સફેદ,250,770,897
08/01/2025,87838,grain,Jowar Red,જુવાર લાલ,5,800,1000
08/01/2025,87839,grain,Jowar Yellow,જુવાર પીળી ,15,400,500
08/01/2025,87840,grain,Bajri,બાજરી,5,487,510
08/01/2025,87841,grain,Tuver,તુવેર,350,1240,1812
08/01/2025,87842,grain,Gram Yellow,ચણા પીળા,350,1050,1280
08/01/2025,87843,grain,Gram White,ચણા સફેદ,180,1300,2600
08/01/2025,87844,grain,Urad,અડદ,300,1100,1625
08/01/2025,87845,grain,Mung,મગ,600,1270,1784
08/01/2025,87846,grain,Val Deshi,વાલ દેશી,30,1050,1560
08/01/2025,87847,grain,Choli,ચોળી,50,900,2390
08/01/2025,87848,grain,Math,મઠ,300,950,1308
08/01/2025,87849,grain,Kulthi,કળથી,90,850,975
08/01/2025,87850,grain,Groundnut Seed,સીંગદાણા,6,1254,1280
08/01/2025,87851,grain,Groundnut Big,મગફળી જાડી,0,900,1150
08/01/2025,87852,grain,Groundnut Small,મગફળી જીણી,0,925,1230
08/01/2025,87853,grain,Seasmum,તલી ,640,1950,2449
08/01/2025,87854,grain,Castor seed,એરંડા,135,1130,1228
08/01/2025,87855,grain,Thymol,અજમો,10,2005,2789
08/01/2025,87856,grain,Dil Seed,સુવા,2,1420,1420
08/01/2025,87857,grain,Soyabin,સોયાબીન,500,780,830
08/01/2025,87858,grain,Groundnut-Fada,સીંગફાડા,710,1030,1260
08/01/2025,87859,grain,Sesmum-Black,કાળા તલ ,200,3350,4700
08/01/2025,87860,grain,Garlic,લસણ,551,1850,3840
08/01/2025,87861,grain,Corriander,ધાણા,100,1000,1538
08/01/2025,87862,grain,Chillies,મરચા સુકા ,250,950,2480
08/01/2025,87863,grain,Dhani,ધાણી,10,1111,1760
08/01/2025,87864,grain,Variyali,વરીયાળી,80,1100,1470
08/01/2025,87865,grain,Cummin,જીરૂ,600,4100,4490
08/01/2025,87866,grain,Mustard,રાય,200,1040,1314
08/01/2025,87867,grain,Fenugreek,મેથી,125,950,1250
08/01/2025,87868,grain,kalonji,કલોંજી,3,3000,3664
08/01/2025,87869,grain,Mustard seed,રાયડો,100,980,1128
08/01/2025,87870,grain,Guvar Bee,ગુવારનું બી,60,992,992
09/01/2025,87906,grain,Cotton B.T.,કપાસ બી.ટી.,2700,1340,1534
09/01/2025,87907,grain,Wheat Lokvan,ઘઉં લોકવન,100,600,631
09/01/2025,87908,grain,Wheat Tukda,ઘઉં ટુકડા,550,603,676
09/01/2025,87909,grain,Jowar White,જુવાર સફેદ,150,775,919
09/01/2025,87910,grain,Jowar Red,જુવાર લાલ,2,801,1000
09/01/2025,87911,grain,Jowar Yellow,જુવાર પીળી ,15,431,554
09/01/2025,87912,grain,Bajri,બાજરી,40,450,571
09/01/2025,87913,grain,Tuver,તુવેર,400,1221,1841
09/01/2025,87914,grain,Gram Yellow,ચણા પીળા,450,1050,1309
09/01/2025,87915,grain,Gram White,ચણા સફેદ,200,1200,2650
09/01/2025,87916,grain,Urad,અડદ,275,1111,1686
09/01/2025,87917,grain,Mung,મગ,380,1280,1880
09/01/2025,87918,grain,Val Deshi,વાલ દેશી,40,1000,1400
09/01/2025,87919,grain,Choli,ચોળી,40,1000,2360
09/01/2025,87920,grain,Math,મઠ,125,900,1200
09/01/2025,87921,grain,Kulthi,કળથી,30,825,950
09/01/2025,87922,grain,Groundnut Big,મગફળી જાડી,4000,910,1130
09/01/2025,87923,grain,Groundnut Small,મગફળી જીણી,5000,920,1235
09/01/2025,87924,grain,Seasmum,તલી ,560,1950,2407
09/01/2025,87925,grain,Castor seed,એરંડા,170,1190,1235
09/01/2025,87926,grain,Soyabin,સોયાબીન,750,790,826
09/01/2025,87927,grain,Groundnut-Fada,સીંગફાડા,960,1050,1265
09/01/2025,87928,grain,Sesmum-Black,કાળા તલ ,70,3200,4640
09/01/2025,87929,grain,Garlic,લસણ,600,1900,3360
09/01/2025,87930,grain,Corriander,ધાણા,150,1120,1500
09/01/2025,87931,grain,Chillies,મરચા સુકા ,240,1000,2500
09/01/2025,87932,grain,Dhani,ધાણી,15,1170,1595
09/01/2025,87933,grain,Variyali,વરીયાળી,125,1140,1590
09/01/2025,87934,grain,Cummin,જીરૂ,1000,4000,4474
09/01/2025,87935,grain,Mustard,રાય,125,1050,1290
09/01/2025,87936,grain,Fenugreek,મેથી,50,850,1100
09/01/2025,87937,grain,Mustard seed,રાયડો,25,980,1115
09/01/2025,87938,grain,Guvar Bee,ગુવારનું બી,80,980,1030
10/01/2025,87974,grain,Cotton B.T.,કપાસ બી.ટી.,2500,1340,1515
10/01/2025,87975,grain,Wheat Lokvan,ઘઉં લોકવન,130,604,635
10/01/2025,87976,grain,Wheat Tukda,ઘઉં ટુકડા,500,602,676
10/01/2025,87977,grain,Jowar White,જુવાર સફેદ,190,781,909
10/01/2025,87978,grain,Bajri,બાજરી,20,400,494
10/01/2025,87979,grain,Tuver,તુવેર,350,1222,1601
10/01/2025,87980,grain,Gram Yellow,ચણા પીળા,420,1050,1235
10/01/2025,87981,grain,Gram White,ચણા સફેદ,220,1215,2520
10/01/2025,87982,grain,Urad,અડદ,350,1150,1612
10/01/2025,87983,grain,Mung,મગ,375,1280,1889
10/01/2025,87984,grain,Val Deshi,વાલ દેશી,20,1050,1450
10/01/2025,87985,grain,Choli,ચોળી,15,1100,2350
10/01/2025,87986,grain,Math,મઠ,150,850,1193
10/01/2025,87987,grain,Kulthi,કળથી,25,850,950
10/01/2025,87988,grain,Groundnut Big,મગફળી જાડી,0,920,1160
10/01/2025,87989,grain,Groundnut Small,મગફળી જીણી,0,930,1240
10/01/2025,87990,grain,Seasmum,તલી ,500,1950,2409
10/01/2025,87991,grain,Sunflower,સુરજમુખી,5,945,945
10/01/2025,87992,grain,Castor seed,એરંડા,225,1150,1233
10/01/2025,87993,grain,Thymol,અજમો,10,1751,2251
10/01/2025,87994,grain,Dil Seed,સુવા,1,1175,1175
10/01/2025,87995,grain,Soyabin,સોયાબીન,500,790,825
10/01/2025,87996,grain,Groundnut-Fada,સીંગફાડા,700,1025,1270
10/01/2025,87997,grain,Sesmum-Black,કાળા તલ ,150,3300,4560
10/01/2025,87998,grain,Garlic,લસણ,850,1500,3150
10/01/2025,87999,grain,Corriander,ધાણા,130,1000,1564
10/01/2025,88000,grain,Chillies,મરચા સુકા ,560,950,2600
10/01/2025,88001,grain,Dhani,ધાણી,10,1330,1610
10/01/2025,88002,grain,Variyali,વરીયાળી,50,1125,1414
10/01/2025,88003,grain,Cummin,જીરૂ,700,4150,4500
10/01/2025,88004,grain,Mustard,રાય,30,1020,1270
10/01/2025,88005,grain,Fenugreek,મેથી,200,900,1160
10/01/2025,88006,grain,Mustard seed,રાયડો,80,970,1128
10/01/2025,88007,grain,Rajkoo Bee,રજકાનું બી ,12,3400,4343
10/01/2025,88008,grain,Guvar Bee,ગુવારનું બી,10,980,1010
11/01/2025,88044,grain,Cotton B.T.,કપાસ બી.ટી.,2400,1330,1515
11/01/2025,88045,grain,Wheat Lokvan,ઘઉં લોકવન,170,603,632
11/01/2025,88046,grain,Wheat Tukda,ઘઉં ટુકડા,600,606,679
11/01/2025,88047,grain,Jowar White,જુવાર સફેદ,200,790,901
11/01/2025,88048,grain,Jowar Yellow,જુવાર પીળી ,30,350,450
11/01/2025,88049,grain,Bajri,બાજરી,15,450,518
11/01/2025,88050,grain,Tuver,તુવેર,300,1200,1635
11/01/2025,88051,grain,Gram Yellow,ચણા પીળા,500,1050,1250
11/01/2025,88052,grain,Gram White,ચણા સફેદ,100,1200,2511
11/01/2025,88053,grain,Urad,અડદ,275,1000,1650
11/01/2025,88054,grain,Mung,મગ,375,1300,1822
11/01/2025,88055,grain,Val Deshi,વાલ દેશી,25,1050,1460
11/01/2025,88056,grain,Choli,ચોળી,60,1160,2550
11/01/2025,88057,grain,Math,મઠ,250,850,1320
11/01/2025,88058,grain,Kulthi,કળથી,25,810,925
11/01/2025,88059,grain,Groundnut Big,મગફળી જાડી,0,920,1160
11/01/2025,88060,grain,Groundnut Small,મગફળી જીણી,0,940,1230
11/01/2025,88061,grain,Seasmum,તલી ,880,1950,2520
11/01/2025,88062,grain,Castor seed,એરંડા,200,1150,1227
11/01/2025,88063,grain,Thymol,અજમો,15,1350,2499
11/01/2025,88064,grain,Dil Seed,સુવા,10,1365,1365
11/01/2025,88065,grain,Soyabin,સોયાબીન,600,790,826
11/01/2025,88066,grain,Groundnut-Fada,સીંગફાડા,840,1040,1268
11/01/2025,88067,grain,Sesmum-Black,કાળા તલ ,100,3302,4480
11/01/2025,88068,grain,Garlic,લસણ,650,1651,3400
11/01/2025,88069,grain,Corriander,ધાણા,125,1060,1568
11/01/2025,88070,grain,Chillies,મરચા સુકા ,325,900,2500
11/01/2025,88071,grain,Dhani,ધાણી,15,1118,1596
11/01/2025,88072,grain,Variyali,વરીયાળી,80,1150,1510
11/01/2025,88073,grain,Cummin,જીરૂ,840,4160,4415
11/01/2025,88074,grain,Fenugreek,મેથી,110,950,1212
11/01/2025,88075,grain,kalonji,કલોંજી,60,3200,3576
11/01/2025,88076,grain,Mustard seed,રાયડો,70,1000,1116
11/01/2025,88077,grain,Guvar Bee,ગુવારનું બી,60,1000,1020
13/01/2025,88113,grain,Cotton B.T.,કપાસ બી.ટી.,2400,1380,1558
13/01/2025,88114,grain,Wheat Lokvan,ઘઉં લોકવન,175,602,630
13/01/2025,88115,grain,Wheat Tukda,ઘઉં ટુકડા,750,607,678
13/01/2025,88116,grain,Jowar White,જુવાર સફેદ,215,800,909
13/01/2025,88117,grain,Jowar Red,જુવાર લાલ,40,811,1121
13/01/2025,88118,grain,Jowar Yellow,જુવાર પીળી ,15,421,500
13/01/2025,88119,grain,Bajri,બાજરી,40,470,510
13/01/2025,88120,grain,Tuver,તુવેર,350,1200,1731
13/01/2025,88121,grain,Gram Yellow,ચણા પીળા,400,1050,1238
13/01/2025,88122,grain,Gram White,ચણા સફેદ,110,1300,2380
13/01/2025,88123,grain,Urad,અડદ,350,1100,1625
13/01/2025,88124,grain,Mung,મગ,450,1350,1900
13/01/2025,88125,grain,Val Deshi,વાલ દેશી,20,1200,1450
13/01/2025,88126,grain,Choli,ચોળી,75,1280,2885
13/01/2025,88127,grain,Math,મઠ,80,1030,1300
13/01/2025,88128,grain,Kulthi,કળથી,40,850,950
13/01/2025,88129,grain,Groundnut Big,મગફળી જાડી,4000,890,1145
13/01/2025,88130,grain,Groundnut Small,મગફળી જીણી,6500,910,1250
13/01/2025,88131,grain,Seasmum,તલી ,720,1950,2400
13/01/2025,88132,grain,Castor seed,એરંડા,230,1150,1235
13/01/2025,88133,grain,Thymol,અજમો,20,1551,1700
13/01/2025,88134,grain,Dil Seed,સુવા,1,1399,1399
13/01/2025,88135,grain,Soyabin,સોયાબીન,600,795,836
13/01/2025,88136,grain,Groundnut-Fada,સીંગફાડા,950,1050,1290
13/01/2025,88137,grain,Sesmum-Black,કાળા તલ ,80,3200,4600
13/01/2025,88138,grain,Garlic,લસણ,551,1501,3100
13/01/2025,88139,grain,Corriander,ધાણા,150,1000,1480
13/01/2025,88140,grain,Chillies,મરચા સુકા ,300,1000,2550
13/01/2025,88141,grain,Dhani,ધાણી,30,1111,1580
13/01/2025,88142,grain,Variyali,વરીયાળી,30,1040,1450
13/01/2025,88143,grain,Cummin,જીરૂ,400,4000,4460
13/01/2025,88144,grain,Mustard,રાય,30,1050,1160
13/01/2025,88145,grain,Fenugreek,મેથી,95,920,1200
13/01/2025,88146,grain,kalonji,કલોંજી,5,3526,3526
13/01/2025,88147,grain,Mustard seed,રાયડો,80,1010,1090
13/01/2025,88148,grain,Guvar Bee,ગુવારનું બી,260,976,1020
15/01/2025,88184,grain,Cotton B.T.,કપાસ બી.ટી.,1400,1370,1530
15/01/2025,88185,grain,Wheat Lokvan,ઘઉં લોકવન,175,601,638
15/01/2025,88186,grain,Wheat Tukda,ઘઉં ટુકડા,250,603,655
15/01/2025,88187,grain,Jowar White,જુવાર સફેદ,220,801,869
15/01/2025,88188,grain,Jowar Yellow,જુવાર પીળી ,20,411,545
15/01/2025,88189,grain,Bajri,બાજરી,8,483,588
15/01/2025,88190,grain,Tuver,તુવેર,250,1350,1725
15/01/2025,88191,grain,Gram Yellow,ચણા પીળા,50,1020,1300
15/01/2025,88192,grain,Gram White,ચણા સફેદ,60,1050,2320
15/01/2025,88193,grain,Urad,અડદ,275,1100,1634
15/01/2025,88194,grain,Mung,મગ,125,1520,1854
15/01/2025,88195,grain,Val Deshi,વાલ દેશી,20,1000,1350
15/01/2025,88196,grain,Choli,ચોળી,110,1300,2685
15/01/2025,88197,grain,Math,મઠ,50,900,1225
15/01/2025,88198,grain,Kulthi,કળથી,20,800,925
