date,id,jansi_type,jansi_english_name,jansi_gujarati_name,arrival,lowrate,highrate,month,year,avg_rate
2025-02-25,90505,grain,Asario,અશેરીયો,0.0009782608695652175,1175,1325,2,2025,0.1109857035364936
2025-02-25,90506,grain,Mustard seed,રાયડો,0.005434782608695653,920,1080,2,2025,0.08747178329571106
2025-02-27,90510,grain,Cotton B.T.,કપાસ બી.ટી.,0.06956521739130435,1321,1506,2,2025,0.12636380737396538
2025-02-27,90511,grain,Wheat Lokvan,ઘઉં લોકવન,0.011956521739130435,545,594,2,2025,0.04698081264108352
2025-02-27,90512,grain,Wheat Tukda,ઘઉં ટુકડા,0.10217391304347827,580,636,2,2025,0.05060195635816403
2025-02-27,90513,grain,Jowar White,જુવાર સફેદ,0.013043478260869566,700,1000,2,2025,0.07336343115124153
2025-02-27,90514,grain,Jowar Yellow,જુવાર પીળી ,0.0008695652173913044,330,480,2,2025,0.031508653122648604
2025-02-27,90515,grain,Bajri,બાજરી,0.00032608695652173916,450,570,2,2025,0.04138449962377728
2025-02-27,90516,grain,Tuver,તુવેર,0.07608695652173914,1290,1500,2,2025,0.12462377727614747
2025-02-27,90517,grain,Gram Yellow,ચણા પીળા,0.13043478260869565,900,1050,2,2025,0.0851203912716328
2025-02-27,90518,grain,Gram White,ચણા સફેદ,0.004347826086956522,1100,1980,2,2025,0.13826185101580132
2025-02-27,90519,grain,Urad,અડદ,0.002826086956521739,1340,1650,2,2025,0.13402934537246047
2025-02-27,90520,grain,Mung,મગ,0.00391304347826087,1340,1725,2,2025,0.13755643340857787
2025-02-27,90521,grain,Val Deshi,વાલ દેશી,0.002173913043478261,700,1075,2,2025,0.07689051918735891
2025-02-27,90522,grain,Choli,ચોળી,0.0005869565217391304,1200,2450,2,2025,0.16506772009029344
2025-02-27,90523,grain,Peas,વટાણા,0.028260869565217395,1050,1500,2,2025,0.11333709556057185
2025-02-27,90524,grain,Kulthi,કળથી,0.0001956521739130435,689,689,2,2025,0.05822046651617757
2025-02-27,90525,grain,Groundnut Big,મગફળી જાડી,0.07478260869565218,900,1130,2,2025,0.08888261851015801
2025-02-27,90526,grain,Groundnut Small,મગફળી જીણી,0.10565217391304349,930,1240,2,2025,0.09546651617757712
2025-02-27,90527,grain,Seasmum,તલી ,0.004347826086956522,1700,2290,2,2025,0.18105718585402555
2025-02-27,90528,grain,Castor seed,એરંડા,0.006521739130434783,1202,1240,2,2025,0.10825808878856283
2025-02-27,90529,grain,Dil Seed,સુવા,0.00015217391304347827,1170,1170,2,2025,0.10346124905944319
2025-02-27,90530,grain,Soyabin,સોયાબીન,0.008695652173913044,720,817,2,2025,0.06569789315274642
2025-02-27,90531,grain,Groundnut-Fada,સીંગફાડા,0.030434782608695653,1040,1310,2,2025,0.10393152746425884
2025-02-27,90532,grain,Sesmum-Black,કાળા તલ ,0.003695652173913044,3601,5074,2,2025,0.401382618510158
2025-02-27,90533,grain,Garlic,લસણ,0.015217391304347827,750,1500,2,2025,0.09922874341610233
2025-02-27,90534,grain,Corriander,ધાણા,0.05,1140,1860,2,2025,0.13449962377727612
2025-02-27,90535,grain,Chillies,મરચા સુકા ,0.0,950,2300,2,2025,0.1462565838976674
2025-02-27,90536,grain,Dhani,ધાણી,0.0391304347826087,1180,2221,2,2025,0.15335778781038373
2025-02-27,90537,grain,Variyali,વરીયાળી,0.0006521739130434783,1160,1270,2,2025,0.10769375470278404
2025-02-27,90538,grain,Cummin,જીરૂ,0.052173913043478265,3450,4115,2,2025,0.3491817155756207
2025-02-27,90539,grain,Mustard,રાય,0.017391304347826087,1030,1323,2,2025,0.10407261098570353
2025-02-27,90540,grain,Fenugreek,મેથી,0.004347826086956522,950,1232,2,2025,0.09603085026335591
2025-02-27,90541,grain,Asario,અશેરીયો,0.0005434782608695652,950,1206,2,2025,0.0948081264108352
2025-02-27,90542,grain,Mustard seed,રાયડો,0.008695652173913044,950,1085,2,2025,0.08911775771256583
2025-02-28,90579,grain,Cotton B.T.,કપાસ બી.ટી.,0.06521739130434782,1321,1497,2,2025,0.1259405568096313
2025-02-28,90580,grain,Wheat Lokvan,ઘઉં લોકવન,0.005434782608695653,515,540,2,2025,0.04303047404063205
2025-02-28,90581,grain,Wheat Tukda,ઘઉં ટુકડા,0.07065217391304349,490,603,2,2025,0.04481753197893153
2025-02-28,90582,grain,Jowar White,જુવાર સફેદ,0.011304347826086957,650,936,2,2025,0.06800225733634312
2025-02-28,90583,grain,Bajri,બાજરી,0.0016304347826086958,370,540,2,2025,0.03621143717080512
2025-02-28,90584,grain,Tuver,તુવેર,0.06521739130434782,1330,1470,2,2025,0.1250940556809631
2025-02-28,90585,grain,Gram Yellow,ચણા પીળા,0.09782608695652174,980,1045,2,2025,0.08864747930775019
2025-02-28,90586,grain,Gram White,ચણા સફેદ,0.008695652173913044,1200,1950,2,2025,0.1415537998495109
2025-02-28,90587,grain,Urad,અડદ,0.002173913043478261,1250,1490,2,2025,0.12227238525206922
2025-02-28,90588,grain,Mung,મગ,0.002826086956521739,1350,1680,2,2025,0.13591045899172308
2025-02-28,90589,grain,Val Deshi,વાલ દેશી,0.0015217391304347828,700,1170,2,2025,0.0813581640331076
2025-02-28,90590,grain,Choli,ચોળી,0.00036956521739130437,1760,2476,2,2025,0.1926260346124906
2025-02-28,90591,grain,Peas,વટાણા,0.029891304347826088,1090,1525,2,2025,0.11639390519187359
2025-02-28,90592,grain,Kulthi,કળથી,0.00010869565217391305,720,720,2,2025,0.061136192626034605
2025-02-28,90593,grain,Groundnut Big,મગફળી જાડી,0.0,920,1127,2,2025,0.08968209179834462
2025-02-28,90594,grain,Groundnut Small,મગફળી જીણી,0.0,940,1260,2,2025,0.09687735139202408
2025-02-28,90595,grain,Seasmum,તલી ,0.004782608695652175,1780,2225,2,2025,0.18176260346124903
2025-02-28,90596,grain,Castor seed,એરંડા,0.004347826086956522,1200,1240,2,2025,0.1081640331075997
2025-02-28,90597,grain,Dil Seed,સુવા,0.00010869565217391305,700,1150,2,2025,0.0804176072234763
2025-02-28,90598,grain,Soyabin,સોયાબીન,0.005434782608695653,763,794,2,2025,0.06663844996237772
2025-02-28,90599,grain,Groundnut-Fada,સીંગફાડા,0.021304347826086957,1050,1330,2,2025,0.1053423626787058
2025-02-28,90600,grain,Sesmum-Black,કાળા તલ ,0.001956521739130435,3600,5191,2,2025,0.4068378480060195
2025-02-28,90601,grain,Garlic,લસણ,0.009782608695652175,800,1500,2,2025,0.10158013544018059
2025-02-28,90602,grain,Corriander,ધાણા,0.0391304347826087,1140,1980,2,2025,0.14014296463506393
2025-02-28,90603,grain,Chillies,મરચા સુકા ,0.0,970,2500,2,2025,0.1566027088036117
2025-02-28,90604,grain,Dhani,ધાણી,0.04826086956521739,1170,2280,2,2025,0.15566215199398042
2025-02-28,90605,grain,Variyali,વરીયાળી,0.0002173913043478261,1050,1470,2,2025,0.1119262603461249
2025-02-28,90606,grain,Cummin,જીરૂ,0.034782608695652174,3550,4200,2,2025,0.3578818660647103
2025-02-28,90607,grain,Mustard,રાય,0.01956521739130435,1020,1315,2,2025,0.10322610985703536
2025-02-28,90608,grain,Fenugreek,મેથી,0.004891304347826087,980,1288,2,2025,0.1000752445447705
2025-02-28,90609,grain,Asario,અશેરીયો,0.00036956521739130437,1050,1150,2,2025,0.09687735139202408
2025-02-28,90610,grain,kalonji,કલોંજી,0.0006521739130434783,3351,3351,2,2025,0.3085966892400301
2025-02-28,90611,grain,Mustard seed,રાયડો,0.008695652173913044,950,1080,2,2025,0.08888261851015801
2025-02-28,90612,grain,Guvar Bee,ગુવારનું બી,0.0002173913043478261,870,870,2,2025,0.07524454477050414
2025-03-01,90649,grain,Cotton B.T.,કપાસ બી.ટી.,0.04565217391304348,1250,1484,3,2025,0.12199021820917984
2025-03-01,90650,grain,Wheat Lokvan,ઘઉં લોકવન,0.013043478260869566,517,554,3,2025,0.043782919488337096
2025-03-01,90651,grain,Wheat Tukda,ઘઉં ટુકડા,0.07500000000000001,550,594,3,2025,0.047215951843491345
2025-03-01,90652,grain,Jowar White,જુવાર સફેદ,0.011304347826086957,700,970,3,2025,0.07195259593679458
2025-03-01,90653,grain,Jowar Red,જુવાર લાલ,0.0002173913043478261,1000,1150,3,2025,0.09452595936794582
2025-03-01,90654,grain,Bajri,બાજરી,0.00036956521739130437,400,468,3,2025,0.03423626787057938
2025-03-01,90655,grain,Tuver,તુવેર,0.06847826086956522,1321,1480,3,2025,0.12514108352144468
2025-03-01,90656,grain,Gram Yellow,ચણા પીળા,0.11739130434782609,950,1060,3,2025,0.08794206170052671
2025-03-01,90657,grain,Gram White,ચણા સફેદ,0.008695652173913044,1100,1850,3,2025,0.13214823175319787
2025-03-01,90658,grain,Urad,અડદ,0.0023913043478260873,1250,1510,3,2025,0.12321294206170051
2025-03-01,90659,grain,Mung,મગ,0.004565217391304348,1310,1800,3,2025,0.13967268623024828
2025-03-01,90660,grain,Val Deshi,વાલ દેશી,0.0010869565217391304,700,1205,3,2025,0.08300413844996238
2025-03-01,90661,grain,Choli,ચોળી,0.0004347826086956522,1145,2090,3,2025,0.14555116629044393
2025-03-01,90662,grain,Peas,વટાણા,0.017391304347826087,1250,1615,3,2025,0.12815086531226486
2025-03-01,90663,grain,Groundnut Big,મગફળી જાડી,0.0,920,1125,3,2025,0.08958803611738149
2025-03-01,90664,grain,Groundnut Small,મગફળી જીણી,0.0,960,1200,3,2025,0.09499623777276148
2025-03-01,90665,grain,Seasmum,તલી ,0.0052173913043478265,1800,2400,3,2025,0.19093303235515424
2025-03-01,90666,grain,Castor seed,એરંડા,0.007608695652173913,1205,1233,3,2025,0.10806997742663657
2025-03-01,90667,grain,Soyabin,સોયાબીન,0.0038043478260869567,741,789,3,2025,0.06536869826937547
2025-03-01,90668,grain,Groundnut-Fada,સીંગફાડા,0.018260869565217393,1070,1330,3,2025,0.1062829194883371
2025-03-01,90669,grain,Sesmum-Black,કાળા તલ ,0.002173913043478261,3700,5321,3,2025,0.4176542513167795
2025-03-01,90670,grain,Garlic,લસણ,0.011956521739130435,850,1520,3,2025,0.10487208427389014
2025-03-01,90671,grain,Corriander,ધાણા,0.05,1150,1940,3,2025,0.138732129420617
2025-03-01,90672,grain,Chillies,મરચા સુકા ,0.0,950,2500,3,2025,0.15566215199398042
2025-03-01,90673,grain,Dhani,ધાણી,0.06086956521739131,1180,2411,3,2025,0.1622930775018811
2025-03-01,90674,grain,Variyali,વરીયાળી,0.0006521739130434783,1350,1515,3,2025,0.12815086531226486
2025-03-01,90675,grain,Cummin,જીરૂ,0.06521739130434782,3575,4250,3,2025,0.3614089541008277
2025-03-01,90676,grain,Mustard,રાય,0.01956521739130435,1005,1300,3,2025,0.10181527464258841
2025-03-01,90677,grain,Fenugreek,મેથી,0.008695652173913044,950,1370,3,2025,0.10252069224981189
2025-03-01,90678,grain,Mustard seed,રાયડો,0.015217391304347827,950,1060,3,2025,0.08794206170052671
2025-03-03,90715,grain,Cotton B.T.,કપાસ બી.ટી.,0.06086956521739131,1350,1470,3,2025,0.12603461249059442
2025-03-03,90716,grain,Wheat Lokvan,ઘઉં લોકવન,0.01956521739130435,505,545,3,2025,0.04279533483822423
2025-03-03,90717,grain,Wheat Tukda,ઘઉં ટુકડા,0.11956521739130435,497,574,3,2025,0.043782919488337096
2025-03-03,90718,grain,Jowar White,જુવાર સફેદ,0.016304347826086956,750,950,3,2025,0.07336343115124153
2025-03-03,90719,grain,Jowar Yellow,જુવાર પીળી ,0.0002173913043478261,350,450,3,2025,0.031038374717832953
2025-03-03,90720,grain,Tuver,તુવેર,0.0391304347826087,1000,1491,3,2025,0.11056245297215951
2025-03-03,90721,grain,Gram Yellow,ચણા પીળા,0.11304347826086958,950,1060,3,2025,0.08794206170052671
2025-03-03,90722,grain,Gram White,ચણા સફેદ,0.008695652173913044,1100,2050,3,2025,0.1415537998495109
2025-03-03,90723,grain,Urad,અડદ,0.0027173913043478264,1221,1588,3,2025,0.1255173062452972
2025-03-03,90724,grain,Mung,મગ,0.005434782608695653,1300,1801,3,2025,0.1392494356659142
2025-03-03,90725,grain,Val Deshi,વાલ દેશી,0.003695652173913044,800,1200,3,2025,0.08747178329571106
2025-03-03,90726,grain,Peas,વટાણા,0.025543478260869567,1225,1640,3,2025,0.12815086531226486
2025-03-03,90727,grain,Kulthi,કળથી,0.00017391304347826088,651,651,3,2025,0.05464635063957863
2025-03-03,90728,grain,Groundnut Big,મગફળી જાડી,0.08869565217391305,920,1120,3,2025,0.08935289691497367
2025-03-03,90729,grain,Groundnut Small,મગફળી જીણી,0.13304347826086957,930,1220,3,2025,0.09452595936794582
2025-03-03,90730,grain,Seasmum,તલી ,0.006956521739130435,1700,2255,3,2025,0.1794112114371708
2025-03-03,90731,grain,Castor seed,એરંડા,0.00956521739130435,1210,1234,3,2025,0.10835214446952596
2025-03-03,90732,grain,Soyabin,સોયાબીન,0.006521739130434783,712,794,3,2025,0.06424003009781791
2025-03-03,90733,grain,Groundnut-Fada,સીંગફાડા,0.012173913043478262,1000,1320,3,2025,0.10252069224981189
2025-03-03,90734,grain,Sesmum-Black,કાળા તલ ,0.004782608695652175,3667,5200,3,2025,0.41041196388261847
2025-03-03,90735,grain,Garlic,લસણ,0.016304347826086956,800,1400,3,2025,0.09687735139202408
2025-03-03,90736,grain,Corriander,ધાણા,0.06521739130434782,1150,1911,3,2025,0.1373683220466516
2025-03-03,90737,grain,Chillies,મરચા સુકા ,0.0,700,2000,3,2025,0.12039127163280662
2025-03-03,90738,grain,Dhani,ધાણી,0.08695652173913045,1210,2410,3,2025,0.16365688487584648
2025-03-03,90739,grain,Variyali,વરીયાળી,0.0017391304347826088,1240,1517,3,2025,0.12307185854025583
2025-03-03,90740,grain,Cummin,જીરૂ,0.09130434782608696,3600,4160,3,2025,0.35835214446952596
2025-03-03,90741,grain,Mustard,રાય,0.01956521739130435,1030,1270,3,2025,0.10158013544018059
2025-03-03,90742,grain,Fenugreek,મેથી,0.014130434782608697,950,1358,3,2025,0.1019563581640331
2025-03-03,90743,grain,Asario,અશેરીયો,0.0005434782608695652,1311,1311,3,2025,0.11672310007524454
2025-03-03,90744,grain,Mustard seed,રાયડો,0.017391304347826087,950,1060,3,2025,0.08794206170052671
2025-03-04,90781,grain,Cotton B.T.,કપાસ બી.ટી.,0.06086956521739131,1350,1480,3,2025,0.12650489089541006
2025-03-04,90782,grain,Wheat Lokvan,ઘઉં લોકવન,0.017391304347826087,504,544,3,2025,0.042701279157261095
2025-03-04,90783,grain,Wheat Tukda,ઘઉં ટુકડા,0.09565217391304348,498,574,3,2025,0.04382994732881866
2025-03-04,90784,grain,Jowar White,જુવાર સફેદ,0.0032608695652173916,700,990,3,2025,0.07289315274642588
2025-03-04,90785,grain,Jowar Red,જુવાર લાલ,0.00010869565217391305,1050,1150,3,2025,0.09687735139202408
2025-03-04,90786,grain,Jowar Yellow,જુવાર પીળી ,6.521739130434783e-05,400,500,3,2025,0.03574115876598947
2025-03-04,90787,grain,Tuver,તુવેર,0.04347826086956522,1120,1490,3,2025,0.11615876598946576
2025-03-04,90788,grain,Gram Yellow,ચણા પીળા,0.06521739130434782,980,1060,3,2025,0.08935289691497367
2025-03-04,90789,grain,Gram White,ચણા સફેદ,0.013043478260869566,1400,2070,3,2025,0.1566027088036117
2025-03-04,90790,grain,Urad,અડદ,0.004347826086956522,1230,1540,3,2025,0.12368322046651618
2025-03-04,90791,grain,Mung,મગ,0.0010869565217391304,1050,1785,3,2025,0.1267400300978179
2025-03-04,90792,grain,Val Deshi,વાલ દેશી,0.0009782608695652175,800,1262,3,2025,0.0903875094055681
2025-03-04,90793,grain,Choli,ચોળી,0.00032608695652173916,1275,2210,3,2025,0.1573081264108352
2025-03-04,90794,grain,Peas,વટાણા,0.026086956521739132,1220,1755,3,2025,0.133323927765237
2025-03-04,90795,grain,Kulthi,કળથી,0.0005434782608695652,450,650,3,2025,0.045146726862302484
2025-03-04,90796,grain,Groundnut Big,મગફળી જાડી,0.0,900,1110,3,2025,0.08794206170052671
2025-03-04,90797,grain,Groundnut Small,મગફળી જીણી,0.0,920,1180,3,2025,0.09217456734386757
2025-03-04,90798,grain,Seasmum,તલી ,0.008695652173913044,1700,2150,3,2025,0.17447328818660646
2025-03-04,90799,grain,Castor seed,એરંડા,0.005434782608695653,1170,1232,3,2025,0.10637697516930023
2025-03-04,90800,grain,Thymol,અજમો,0.0002173913043478261,2410,2410,3,2025,0.22009029345372458
2025-03-04,90801,grain,Soyabin,સોયાબીન,0.004347826086956522,715,766,3,2025,0.06306433408577877
2025-03-04,90802,grain,Groundnut-Fada,સીંગફાડા,0.012173913043478262,1050,1310,3,2025,0.1044018058690745
2025-03-04,90803,grain,Sesmum-Black,કાળા તલ ,0.005434782608695653,3700,5500,3,2025,0.4260722347629797
2025-03-04,90804,grain,Garlic,લસણ,0.014782608695652176,750,1480,3,2025,0.09828818660647103
2025-03-04,90805,grain,Corriander,ધાણા,0.0,1160,1940,3,2025,0.13920240782543264
2025-03-04,90806,grain,Chillies,મરચા સુકા ,0.0782608695652174,700,1900,3,2025,0.11568848758465011
2025-03-04,90807,grain,Dhani,ધાણી,0.0,1220,2111,3,2025,0.15006583897667417
2025-03-04,90808,grain,Variyali,વરીયાળી,0.0006521739130434783,1140,1415,3,2025,0.11357223476297967
2025-03-04,90809,grain,Cummin,જીરૂ,0.09565217391304348,3650,4150,3,2025,0.36023325808878853
2025-03-04,90810,grain,Mustard,રાય,0.008695652173913044,1020,1264,3,2025,0.10082768999247554
2025-03-04,90811,grain,Fenugreek,મેથી,0.009782608695652175,1030,1440,3,2025,0.10957486832204665
2025-03-04,90812,grain,Asario,અશેરીયો,0.00032608695652173916,1100,1300,3,2025,0.1062829194883371
2025-03-04,90813,grain,Mustard seed,રાયડો,0.008695652173913044,950,1055,3,2025,0.08770692249811889
2025-03-05,90850,grain,Cotton B.T.,કપાસ બી.ટી.,0.053260869565217396,1350,1450,3,2025,0.1250940556809631
2025-03-05,90851,grain,Wheat Lokvan,ઘઉં લોકવન,0.02173913043478261,505,544,3,2025,0.042748306997742666
2025-03-05,90852,grain,Wheat Tukda,ઘઉં ટુકડા,0.09565217391304348,495,580,3,2025,0.043971030850263354
2025-03-05,90853,grain,Jowar White,જુવાર સફેદ,0.013586956521739132,730,1000,3,2025,0.07477426636568849
2025-03-05,90854,grain,Bajri,બાજરી,0.0004347826086956522,385,385,3,2025,0.029627539503386
2025-03-05,90855,grain,Tuver,તુવેર,0.04891304347826087,1150,1454,3,2025,0.11587659894657637
2025-03-05,90856,grain,Gram Yellow,ચણા પીળા,0.13043478260869565,980,1070,3,2025,0.08982317531978931
2025-03-05,90857,grain,Gram White,ચણા સફેદ,0.02173913043478261,1300,1950,3,2025,0.1462565838976674
2025-03-05,90858,grain,Urad,અડદ,0.004347826086956522,1000,1596,3,2025,0.11550037622272386
2025-03-05,90859,grain,Mung,મગ,0.0032608695652173916,1100,1761,3,2025,0.12796275395033857
2025-03-05,90860,grain,Val Deshi,વાલ દેશી,0.001956521739130435,750,1195,3,2025,0.08488525206922498
2025-03-05,90861,grain,Choli,ચોળી,0.0004347826086956522,1175,2150,3,2025,0.14978367193378478
2025-03-05,90862,grain,Peas,વટાણા,0.029347826086956522,1230,1850,3,2025,0.13826185101580132
2025-03-05,90863,grain,Groundnut Big,મગફળી જાડી,0.0,880,1100,3,2025,0.08653122648607976
2025-03-05,90864,grain,Groundnut Small,મગફળી જીણી,0.0,900,1170,3,2025,0.09076373212942061
2025-03-05,90865,grain,Seasmum,તલી ,0.007608695652173913,1670,2130,3,2025,0.1721218961625282
2025-03-05,90866,grain,Castor seed,એરંડા,0.006521739130434783,1180,1233,3,2025,0.10689428141459743
2025-03-05,90867,grain,Soyabin,સોયાબીન,0.005434782608695653,700,781,3,2025,0.06306433408577877
2025-03-05,90868,grain,Groundnut-Fada,સીંગફાડા,0.009130434782608696,1040,1320,3,2025,0.1044018058690745
2025-03-05,90869,grain,Sesmum-Black,કાળા તલ ,0.002282608695652174,3945,5344,3,2025,0.43025771256583895
2025-03-05,90870,grain,Garlic,લસણ,0.007608695652173913,750,1500,3,2025,0.09922874341610233
2025-03-05,90871,grain,Corriander,ધાણા,0.08913043478260871,1160,1850,3,2025,0.1349699021820918
2025-03-05,90872,grain,Chillies,મરચા સુકા ,0.0,850,2100,3,2025,0.13214823175319787
2025-03-05,90873,grain,Dhani,ધાણી,0.11304347826086958,1220,2311,3,2025,0.15947140707298718
2025-03-05,90874,grain,Variyali,વરીયાળી,0.0015217391304347828,1220,1460,3,2025,0.1194507148231753
2025-03-05,90875,grain,Cummin,જીરૂ,0.1141304347826087,3625,4050,3,2025,0.3543547780285929
2025-03-05,90876,grain,Mustard,રાય,0.009782608695652175,1010,1295,3,2025,0.10181527464258841
2025-03-05,90877,grain,Fenugreek,મેથી,0.01847826086956522,950,1460,3,2025,0.10675319789315274
2025-03-05,90878,grain,Mustard seed,રાયડો,0.010869565217391306,950,1060,3,2025,0.08794206170052671
2025-03-06,90915,grain,Cotton B.T.,કપાસ બી.ટી.,0.04565217391304348,1350,1450,3,2025,0.1250940556809631
2025-03-06,90916,grain,Wheat Lokvan,ઘઉં લોકવન,0.01956521739130435,503,543,3,2025,0.042607223476297966
2025-03-06,90917,grain,Wheat Tukda,ઘઉં ટુકડા,0.12173913043478261,498,580,3,2025,0.04411211437170805
2025-03-06,90918,grain,Jowar White,જુવાર સફેદ,0.011956521739130435,750,931,3,2025,0.0724699021820918
2025-03-06,90919,grain,Tuver,તુવેર,0.05,1175,1491,3,2025,0.1187923250564334
2025-03-06,90920,grain,Gram Yellow,ચણા પીળા,0.14130434782608697,1010,1068,3,2025,0.09113995485327314
2025-03-06,90921,grain,Gram White,ચણા સફેદ,0.03260869565217391,1300,1980,3,2025,0.14766741911211434
2025-03-06,90922,grain,Urad,અડદ,0.004782608695652175,1150,1650,3,2025,0.1250940556809631
2025-03-06,90923,grain,Mung,મગ,0.004347826086956522,1120,1880,3,2025,0.13449962377727612
2025-03-06,90924,grain,Val Deshi,વાલ દેશી,0.0008695652173913044,760,1100,3,2025,0.08088788562829195
2025-03-06,90925,grain,Choli,ચોળી,0.00032608695652173916,900,1401,3,2025,0.10162716328066215
2025-03-06,90926,grain,Peas,વટાણા,0.028260869565217395,1085,1870,3,2025,0.1323833709556057
2025-03-06,90927,grain,Kulthi,કળથી,0.00030434782608695655,686,686,3,2025,0.057938299473288185
2025-03-06,90928,grain,Groundnut Big,મગફળી જાડી,0.09652173913043478,930,1100,3,2025,0.08888261851015801
2025-03-06,90929,grain,Groundnut Small,મગફળી જીણી,0.14478260869565218,950,1225,3,2025,0.09570165537998494
2025-03-06,90930,grain,Seasmum,તલી ,0.011086956521739131,1700,2060,3,2025,0.1702407825432656
2025-03-06,90931,grain,Sunflower,સુરજમુખી,0.0001956521739130435,1300,1300,3,2025,0.11568848758465011
2025-03-06,90932,grain,Castor seed,એરંડા,0.007608695652173913,1201,1238,3,2025,0.10811700526711814
2025-03-06,90933,grain,Thymol,અજમો,0.00010869565217391305,1600,2210,3,2025,0.17259217456734385
2025-03-06,90934,grain,Soyabin,સોયાબીન,0.006521739130434783,720,782,3,2025,0.06405191873589165
2025-03-06,90935,grain,Groundnut-Fada,સીંગફાડા,0.006086956521739131,1045,1315,3,2025,0.1044018058690745
2025-03-06,90936,grain,Sesmum-Black,કાળા તલ ,0.0023913043478260873,3700,5656,3,2025,0.43340857787810383
2025-03-06,90937,grain,Garlic,લસણ,0.01847826086956522,950,1450,3,2025,0.1062829194883371
2025-03-06,90938,grain,Corriander,ધાણા,0.0,1150,1880,3,2025,0.13591045899172308
2025-03-06,90939,grain,Chillies,મરચા સુકા ,0.0,850,2050,3,2025,0.12979683972911962
2025-03-06,90940,grain,Dhani,ધાણી,0.0,1220,2270,3,2025,0.15754326561324303
2025-03-06,90941,grain,Variyali,વરીયાળી,0.001956521739130435,1210,1492,3,2025,0.12048532731376975
2025-03-06,90942,grain,Cummin,જીરૂ,0.13043478260869565,3625,4000,3,2025,0.35200338600451464
2025-03-06,90943,grain,Mustard,રાય,0.010869565217391306,1020,1280,3,2025,0.10158013544018059
2025-03-06,90944,grain,Fenugreek,મેથી,0.02173913043478261,1005,1515,3,2025,0.1119262603461249
2025-03-06,90945,grain,kalonji,કલોંજી,0.000782608695652174,3431,3489,3,2025,0.31884875846501126
2025-03-06,90946,grain,Mustard seed,રાયડો,0.011956521739130435,960,1060,3,2025,0.08841234010534237
2025-03-07,90983,grain,Cotton B.T.,કપાસ બી.ટી.,0.04347826086956522,1350,1467,3,2025,0.1258935289691497
2025-03-07,90984,grain,Wheat Lokvan,ઘઉં લોકવન,0.03695652173913044,501,540,3,2025,0.042372084273890144
2025-03-07,90985,grain,Wheat Tukda,ઘઉં ટુકડા,0.18043478260869567,496,591,3,2025,0.044535364936042134
2025-03-07,90986,grain,Jowar White,જુવાર સફેદ,0.023043478260869568,740,1080,3,2025,0.07900677200902935
2025-03-07,90987,grain,Jowar Red,જુવાર લાલ,0.0002173913043478261,950,1050,3,2025,0.08747178329571106
2025-03-07,90988,grain,Tuver,તુવેર,0.03260869565217391,1150,1468,3,2025,0.11653498871331829
2025-03-07,90989,grain,Gram Yellow,ચણા પીળા,0.10869565217391305,1012,1077,3,2025,0.09165726109857035
2025-03-07,90990,grain,Gram White,ચણા સફેદ,0.02173913043478261,1325,2021,3,2025,0.15077125658389764
2025-03-07,90991,grain,Urad,અડદ,0.004347826086956522,1184,1580,3,2025,0.1234010534236268
2025-03-07,90992,grain,Mung,મગ,0.0004347826086956522,1100,1825,3,2025,0.13097253574115875
2025-03-07,90993,grain,Val Deshi,વાલ દેશી,0.0016304347826086958,700,1302,3,2025,0.08756583897667419
2025-03-07,90994,grain,Choli,ચોળી,0.00017391304347826088,1042,1818,3,2025,0.12791572610985702
2025-03-07,90995,grain,Peas,વટાણા,0.034782608695652174,1195,1800,3,2025,0.1342644845748683
2025-03-07,90996,grain,Groundnut Big,મગફળી જાડી,0.0,930,1100,3,2025,0.08888261851015801
2025-03-07,90997,grain,Groundnut Small,મગફળી જીણી,0.0,950,1220,3,2025,0.09546651617757712
2025-03-07,90998,grain,Seasmum,તલી ,0.004891304347826087,1551,2031,3,2025,0.161869826937547
2025-03-07,90999,grain,Castor seed,એરંડા,0.007608695652173913,1212,1245,3,2025,0.10896350639578631
2025-03-07,91000,grain,Soyabin,સોયાબીન,0.006304347826086957,711,771,3,2025,0.06311136192626035
2025-03-07,91001,grain,Groundnut-Fada,સીંગફાડા,0.012173913043478262,1060,1325,3,2025,0.10557750188111362
2025-03-07,91002,grain,Sesmum-Black,કાળા તલ ,0.002173913043478261,3500,5360,3,2025,0.4100827689992475
2025-03-07,91003,grain,Garlic,લસણ,0.011956521739130435,1050,1500,3,2025,0.11333709556057185
2025-03-07,91004,grain,Corriander,ધાણા,0.1847826086956522,1150,1921,3,2025,0.13783860045146726
2025-03-07,91005,grain,Chillies,મરચા સુકા ,0.0,800,2180,3,2025,0.13355906696764483
2025-03-07,91006,grain,Dhani,ધાણી,0.18913043478260871,1220,2340,3,2025,0.1608352144469526
2025-03-07,91007,grain,Variyali,વરીયાળી,0.0023913043478260873,1191,1470,3,2025,0.11855718585402557
2025-03-07,91008,grain,Cummin,જીરૂ,0.0,3600,3980,3,2025,0.3498871331828442
2025-03-07,91009,grain,Mustard,રાય,0.011956521739130435,1030,1270,3,2025,0.10158013544018059
2025-03-07,91010,grain,Fenugreek,મેથી,0.03369565217391304,950,1350,3,2025,0.10158013544018059
2025-03-07,91011,grain,Asario,અશેરીયો,0.0005434782608695652,1250,1350,3,2025,0.11568848758465011
2025-03-07,91012,grain,Mustard seed,રાયડો,0.010869565217391306,940,1050,3,2025,0.0870015048908954
