date,id,jansi_type,jansi_english_name,jansi_gujarati_name,arrival,lowrate,highrate
23/01/2026,108580,grain,Bajri,બાજરી,30,322,410
23/01/2026,108581,grain,Tuver,તુવેર,1400,1000,1608
23/01/2026,108582,grain,Gram Yellow,ચણા પીળા,700,920,1111
23/01/2026,108583,grain,Gram White,ચણા સફેદ,500,1120,1905
23/01/2026,108584,grain,Urad,અડદ,520,1050,1600
23/01/2026,108585,grain,Mung,મગ,500,1140,2000
23/01/2026,108586,grain,Val Deshi,વાલ દેશી,60,650,1150
23/01/2026,108587,grain,Choli,ચોળી,30,888,1200
23/01/2026,108588,grain,Math,મઠ,240,1025,1866
23/01/2026,108589,grain,Peas,વટાણા,120,900,1290
23/01/2026,108590,grain,Kulthi,કળથી,130,423,471
23/01/2026,108591,grain,Rajma,રાજમા,16,700,1536
23/01/2026,108592,grain,Groundnut Big,મગફળી જાડી,8000,1190,1520
23/01/2026,108593,grain,Groundnut Small,મગફળી જીણી,6000,1210,1540
23/01/2026,108594,grain,Seasmum,તલી ,350,1650,2140
23/01/2026,108595,grain,Castor seed,એરંડા,185,1107,1245
23/01/2026,108596,grain,Thymol,અજમો,16,800,1700
23/01/2026,108597,grain,Dil Seed,સુવા,4,1000,1754
23/01/2026,108598,grain,Soyabin,સોયાબીન,960,950,1033
23/01/2026,108599,grain,Groundnut-Fada,સીંગફાડા,1400,1010,1641
23/01/2026,108600,grain,Sesmum-Black,કાળા તલ ,240,3000,4699
23/01/2026,108601,grain,Garlic,લસણ,0,1031,1440
23/01/2026,108602,grain,Corriander,ધાણા,60,1410,1800
23/01/2026,108603,grain,Chillies,મરચા સુકા ,80,4000,7200
23/01/2026,108604,grain,Dhani,ધાણી,100,1500,2230
23/01/2026,108605,grain,Variyali,વરીયાળી,60,1151,1730
23/01/2026,108606,grain,Cummin,જીરૂ,700,4125,4620
23/01/2026,108607,grain,Mustard,રાય,120,1210,1492
23/01/2026,108608,grain,Fenugreek,મેથી,200,730,1245
23/01/2026,108609,grain,Isabgul,ઇસબગુલ,16,1900,2236
23/01/2026,108610,grain,Asario,અશેરીયો,45,981,1145
23/01/2026,108611,grain,Mustard seed,રાયડો,100,1115,1245
24/01/2026,108648,grain,Cotton B.T.,કપાસ બી.ટી.,1800,1470,1625
24/01/2026,108649,grain,Wheat Lokvan,ઘઉં લોકવન,50,509,522
24/01/2026,108650,grain,Wheat Tukda,ઘઉં ટુકડા,550,510,572
24/01/2026,108651,grain,Jowar White,જુવાર સફેદ,25,980,1030
24/01/2026,108652,grain,Jowar Yellow,જુવાર પીળી ,4,350,450
24/01/2026,108653,grain,Bajri,બાજરી,80,300,360
24/01/2026,108654,grain,Tuver,તુવેર,1340,990,1600
24/01/2026,108655,grain,Gram Yellow,ચણા પીળા,440,900,1135
24/01/2026,108656,grain,Gram White,ચણા સફેદ,360,1060,1932
24/01/2026,108657,grain,Urad,અડદ,380,1040,1605
24/01/2026,108658,grain,Mung,મગ,300,1150,1800
24/01/2026,108659,grain,Val Deshi,વાલ દેશી,132,600,1140
24/01/2026,108660,grain,Choli,ચોળી,72,950,1528
24/01/2026,108661,grain,Math,મઠ,140,1030,1970
24/01/2026,108662,grain,Peas,વટાણા,80,400,1400
24/01/2026,108663,grain,Kulthi,કળથી,75,375,450
24/01/2026,108664,grain,Rajma,રાજમા,120,400,1607
24/01/2026,108665,grain,Groundnut Big,મગફળી જાડી,0,1250,1577
24/01/2026,108666,grain,Groundnut Small,મગફળી જીણી,0,1260,1568
24/01/2026,108667,grain,Seasmum,તલી ,800,1640,2080
24/01/2026,108668,grain,Castor seed,એરંડા,160,1111,1250
24/01/2026,108669,grain,Thymol,અજમો,32,800,2056
24/01/2026,108670,grain,Soyabin,સોયાબીન,340,900,1053
24/01/2026,108671,grain,Groundnut-Fada,સીંગફાડા,1080,1000,1644
24/01/2026,108672,grain,Sesmum-Black,કાળા તલ ,162,3000,4444
24/01/2026,108673,grain,Garlic,લસણ,1900,1050,1500
24/01/2026,108674,grain,Corriander,ધાણા,80,1711,2010
24/01/2026,108675,grain,Chillies,મરચા સુકા ,90,3500,5500
24/01/2026,108676,grain,Dhani,ધાણી,320,1800,2250
24/01/2026,108677,grain,Variyali,વરીયાળી,14,1100,1651
24/01/2026,108678,grain,Cummin,જીરૂ,720,4125,4600
24/01/2026,108679,grain,Mustard,રાય,60,1150,1600
24/01/2026,108680,grain,Fenugreek,મેથી,300,900,1361
24/01/2026,108681,grain,Mustard seed,રાયડો,100,1050,1250
26/01/2026,108682,veg,Lemon,લીંબુ,840,217,456
26/01/2026,108683,veg,Papaya,પપૈયા ,57,86,147
26/01/2026,108684,veg,Potato,બટેટા,3600,114,251
26/01/2026,108685,veg,Tometo,ટમેટા,987,302,514
26/01/2026,108686,veg,Elephant Foot,સુરણ,12,527,718
26/01/2026,108687,veg,Coriander(Leaves),કોથમરી,386,163,247
26/01/2026,108688,veg,Radish,મુળા,79,229,407
26/01/2026,108689,veg,Brinjal,રીંગણા,491,304,596
26/01/2026,108690,veg,Cabbage,કોબીજ,446,65,123
26/01/2026,108691,veg,Cauli Flower,ફલાવર,451,174,316
26/01/2026,108692,veg,Lady Fingure,ભીંડો,274,443,851
26/01/2026,108693,veg,Cluster Been,ગુવાર,263,1006,1892
26/01/2026,108694,veg,Choli Shing,ચોળાસીંગ,124,724,1103
26/01/2026,108695,veg,Valol,વાલોળ,156,247,516
26/01/2026,108696,veg,Little Gourd,ટીંડોળા ,67,611,1204
26/01/2026,108697,veg,Bottle Gourd,દુધી,336,176,302
26/01/2026,108698,veg,Bitter Gourd,કારેલા,402,697,987
26/01/2026,108699,veg,Sargavo,સરગવો,97,724,1117
26/01/2026,108700,veg,Ridge Gourd,તુરીયા,99,799,1002
26/01/2026,108701,veg,Pointed Gourd,પરવર,41,1603,2017
26/01/2026,108702,veg,Cacumber,કાકડી,153,246,734
26/01/2026,108703,veg,Carrut,ગાજર,307,167,243
26/01/2026,108704,veg,Vatana,વટાણા,195,334,509
26/01/2026,108705,veg,Tur Shing,તુવેરસીંગ,67,339,521
26/01/2026,108706,veg,Smooth Gourd,ગલકા,347,606,891
26/01/2026,108707,veg,Beet,બીટ,286,112,207
26/01/2026,108708,veg,Methi,મેથી,213,136,216
26/01/2026,108709,veg,Val,વાલ,98,447,623
26/01/2026,108710,veg,Spring Onion,ડુંગળી લીલી ,291,284,411
26/01/2026,108711,veg,Ginger,આદુ,357,1014,1232
26/01/2026,108712,veg,Gram Green,ચણા લીલા,352,104,326
26/01/2026,108713,veg,Chilli Green,મરચા લીલા,1205,436,614
26/01/2026,108714,veg,Turmeric Green,હળદર લીલી,49,517,722
26/01/2026,108715,veg,Green Garlic,લસણ લીલું ,51,541,906
26/01/2026,108716,veg,Green Corn,મકાઇ લીલી,365,191,323
27/01/2026,108752,grain,Cotton B.T.,કપાસ બી.ટી.,2500,1490,1638
27/01/2026,108753,grain,Wheat Lokvan,ઘઉં લોકવન,150,500,540
27/01/2026,108754,grain,Wheat Tukda,ઘઉં ટુકડા,1050,510,590
27/01/2026,108755,grain,Jowar White,જુવાર સફેદ,283,900,1116
27/01/2026,108756,grain,Bajri,બાજરી,40,330,526
27/01/2026,108757,grain,Maize,મકાઇ,65,275,400
27/01/2026,108758,grain,Tuver,તુવેર,2100,980,1660
27/01/2026,108759,grain,Gram Yellow,ચણા પીળા,800,930,1150
27/01/2026,108760,grain,Gram White,ચણા સફેદ,420,975,1850
27/01/2026,108761,grain,Urad,અડદ,600,1020,1500
27/01/2026,108762,grain,Mung,મગ,700,1000,1725
27/01/2026,108763,grain,Val Deshi,વાલ દેશી,95,700,1111
27/01/2026,108764,grain,Choli,ચોળી,160,740,1405
27/01/2026,108765,grain,Math,મઠ,65,855,1726
27/01/2026,108766,grain,Peas,વટાણા,80,300,1200
27/01/2026,108767,grain,Kulthi,કળથી,75,400,625
27/01/2026,108768,grain,Rajma,રાજમા,140,300,1540
27/01/2026,108769,grain,Groundnut Big,મગફળી જાડી,7600,1200,1610
27/01/2026,108770,grain,Groundnut Small,મગફળી જીણી,6000,1250,1730
27/01/2026,108771,grain,Seasmum,તલી ,500,1680,2121
27/01/2026,108772,grain,Castor seed,એરંડા,300,1105,1258
27/01/2026,108773,grain,Thymol,અજમો,2,1750,1900
27/01/2026,108774,grain,Soyabin,સોયાબીન,600,1020,1099
27/01/2026,108775,grain,Groundnut-Fada,સીંગફાડા,1800,1050,1670
27/01/2026,108776,grain,Sesmum-Black,કાળા તલ ,300,2950,4690
27/01/2026,108777,grain,Garlic,લસણ,900,1011,1525
27/01/2026,108778,grain,Corriander,ધાણા,140,1150,1700
27/01/2026,108779,grain,Chillies,મરચા સુકા ,120,3100,5400
27/01/2026,108780,grain,Dhani,ધાણી,340,1570,2120
27/01/2026,108781,grain,Variyali,વરીયાળી,6,1360,1625
27/01/2026,108782,grain,Cummin,જીરૂ,500,4051,4651
27/01/2026,108783,grain,Mustard,રાય,240,1050,1630
27/01/2026,108784,grain,Fenugreek,મેથી,500,780,1318
27/01/2026,108785,grain,Isabgul,ઇસબગુલ,16,1200,2170
27/01/2026,108786,grain,kalonji,કલોંજી,8,2300,4275
27/01/2026,108787,grain,Mustard seed,રાયડો,200,950,1250
28/01/2026,108824,grain,Cotton B.T.,કપાસ બી.ટી.,2300,1470,1620
28/01/2026,108825,grain,Wheat Lokvan,ઘઉં લોકવન,180,500,533
28/01/2026,108826,grain,Wheat Tukda,ઘઉં ટુકડા,840,525,590
28/01/2026,108827,grain,Jowar White,જુવાર સફેદ,368,895,1090
28/01/2026,108828,grain,Jowar Red,જુવાર લાલ,3,900,1070
28/01/2026,108829,grain,Bajri,બાજરી,32,362,400
28/01/2026,108830,grain,Maize,મકાઇ,20,320,380
28/01/2026,108831,grain,Tuver,તુવેર,1600,1000,1700
28/01/2026,108832,grain,Gram Yellow,ચણા પીળા,700,910,1130
28/01/2026,108833,grain,Gram White,ચણા સફેદ,300,1050,1900
28/01/2026,108834,grain,Urad,અડદ,360,1050,1700
28/01/2026,108835,grain,Mung,મગ,360,1080,1750
28/01/2026,108836,grain,Val Deshi,વાલ દેશી,16,601,1101
28/01/2026,108837,grain,Choli,ચોળી,44,800,1374
28/01/2026,108838,grain,Math,મઠ,220,1000,2032
28/01/2026,108839,grain,Peas,વટાણા,140,400,1600
28/01/2026,108840,grain,Rajma,રાજમા,40,500,1451
28/01/2026,108841,grain,Groundnut Big,મગફળી જાડી,0,1215,1600
28/01/2026,108842,grain,Groundnut Small,મગફળી જીણી,0,1240,1717
28/01/2026,108843,grain,Seasmum,તલી ,360,1650,2075
28/01/2026,108844,grain,Castor seed,એરંડા,250,1107,1245
28/01/2026,108845,grain,Thymol,અજમો,20,1900,2800
28/01/2026,108846,grain,Soyabin,સોયાબીન,840,1025,1100
28/01/2026,108847,grain,Groundnut-Fada,સીંગફાડા,780,1080,1730
28/01/2026,108848,grain,Sesmum-Black,કાળા તલ ,100,3150,4800
28/01/2026,108849,grain,Garlic,લસણ,780,1051,1550
28/01/2026,108850,grain,Corriander,ધાણા,120,1290,1995
28/01/2026,108851,grain,Chillies,મરચા સુકા ,110,2800,5600
28/01/2026,108852,grain,Dhani,ધાણી,320,1420,2250
28/01/2026,108853,grain,Variyali,વરીયાળી,10,1200,1863
28/01/2026,108854,grain,Cummin,જીરૂ,1000,4111,4660
28/01/2026,108855,grain,Mustard,રાય,180,1040,1711
28/01/2026,108856,grain,Fenugreek,મેથી,240,800,1300
28/01/2026,108857,grain,Isabgul,ઇસબગુલ,18,1800,2172
28/01/2026,108858,grain,Mustard seed,રાયડો,100,950,1260
28/01/2026,108859,grain,Rajkoo Bee,રજકાનું બી ,4,6000,7350
29/01/2026,108896,grain,Cotton B.T.,કપાસ બી.ટી.,2000,1450,1601
29/01/2026,108897,grain,Wheat Lokvan,ઘઉં લોકવન,240,500,540
29/01/2026,108898,grain,Wheat Tukda,ઘઉં ટુકડા,940,525,593
29/01/2026,108899,grain,Jowar White,જુવાર સફેદ,171,921,1093
29/01/2026,108900,grain,Bajri,બાજરી,34,345,375
29/01/2026,108901,grain,Maize,મકાઇ,10,270,340
29/01/2026,108902,grain,Tuver,તુવેર,2200,1050,1718
29/01/2026,108903,grain,Gram Yellow,ચણા પીળા,540,920,1125
29/01/2026,108904,grain,Gram White,ચણા સફેદ,400,1055,1899
29/01/2026,108905,grain,Urad,અડદ,640,1030,1710
29/01/2026,108906,grain,Mung,મગ,320,1090,1851
29/01/2026,108907,grain,Val Deshi,વાલ દેશી,63,850,1115
29/01/2026,108908,grain,Choli,ચોળી,66,800,1523
29/01/2026,108909,grain,Math,મઠ,250,1051,2038
29/01/2026,108910,grain,Peas,વટાણા,80,350,1350
29/01/2026,108911,grain,Kulthi,કળથી,90,342,475
29/01/2026,108912,grain,Rajma,રાજમા,14,300,1400
29/01/2026,108913,grain,Groundnut Big,મગફળી જાડી,8200,1230,1603
29/01/2026,108914,grain,Groundnut Small,મગફળી જીણી,6200,1250,1700
29/01/2026,108915,grain,Seasmum,તલી ,460,1566,2121
29/01/2026,108916,grain,Castor seed,એરંડા,200,1100,1241
29/01/2026,108917,grain,Thymol,અજમો,4,1100,2300
29/01/2026,108918,grain,Soyabin,સોયાબીન,900,1030,1132
29/01/2026,108919,grain,Groundnut-Fada,સીંગફાડા,1320,1074,1650
29/01/2026,108920,grain,Sesmum-Black,કાળા તલ ,140,2900,4900
29/01/2026,108921,grain,Garlic,લસણ,800,1025,1590
29/01/2026,108922,grain,Corriander,ધાણા,140,1200,2001
29/01/2026,108923,grain,Chillies,મરચા સુકા ,120,2900,5800
29/01/2026,108924,grain,Dhani,ધાણી,340,1500,2392
29/01/2026,108925,grain,Variyali,વરીયાળી,8,2050,2050
29/01/2026,108926,grain,Cummin,જીરૂ,1040,4050,4521
29/01/2026,108927,grain,Mustard,રાય,170,1150,1650
29/01/2026,108928,grain,Fenugreek,મેથી,400,800,1280
29/01/2026,108929,grain,Mustard seed,રાયડો,140,1000,1260
30/01/2026,108966,grain,Cotton B.T.,કપાસ બી.ટી.,2200,1440,1620
30/01/2026,108967,grain,Wheat Lokvan,ઘઉં લોકવન,80,505,525
30/01/2026,108968,grain,Wheat Tukda,ઘઉં ટુકડા,640,521,566
30/01/2026,108969,grain,Jowar White,જુવાર સફેદ,100,875,1080
30/01/2026,108970,grain,Bajri,બાજરી,50,335,389
30/01/2026,108971,grain,Tuver,તુવેર,2500,1060,1750
30/01/2026,108972,grain,Gram Yellow,ચણા પીળા,310,950,1135
30/01/2026,108973,grain,Gram White,ચણા સફેદ,340,1050,1934
30/01/2026,108974,grain,Urad,અડદ,420,1030,1740
30/01/2026,108975,grain,Mung,મગ,200,1050,1800
30/01/2026,108976,grain,Val Deshi,વાલ દેશી,74,750,1100
30/01/2026,108977,grain,Choli,ચોળી,100,700,1178
30/01/2026,108978,grain,Math,મઠ,300,1075,2105
30/01/2026,108979,grain,Peas,વટાણા,70,300,1350
30/01/2026,108980,grain,Rajma,રાજમા,140,350,1500
30/01/2026,108981,grain,Groundnut Big,મગફળી જાડી,0,1250,1606
30/01/2026,108982,grain,Groundnut Small,મગફળી જીણી,0,1225,1650
30/01/2026,108983,grain,Seasmum,તલી ,640,1600,2135
30/01/2026,108984,grain,Castor seed,એરંડા,180,1105,1250
30/01/2026,108985,grain,Thymol,અજમો,10,1100,1944
30/01/2026,108986,grain,Soyabin,સોયાબીન,1200,1048,1140
30/01/2026,108987,grain,Groundnut-Fada,સીંગફાડા,760,1050,1700
30/01/2026,108988,grain,Sesmum-Black,કાળા તલ ,100,3200,4900
30/01/2026,108989,grain,Garlic,લસણ,1000,1050,1600
30/01/2026,108990,grain,Corriander,ધાણા,120,1200,1850
30/01/2026,108991,grain,Chillies,મરચા સુકા ,140,2650,5400
30/01/2026,108992,grain,Dhani,ધાણી,280,1560,2424
30/01/2026,108993,grain,Variyali,વરીયાળી,30,1300,1940
30/01/2026,108994,grain,Cummin,જીરૂ,1200,4105,4550
30/01/2026,108995,grain,Mustard,રાય,200,1070,1544
30/01/2026,108996,grain,Fenugreek,મેથી,200,850,1305
30/01/2026,108997,grain,Mustard seed,રાયડો,160,1020,1266
